Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total;Total_num
Jornada a tiempo parcial;05 Canarias;1;2018;471,23  ;471.23
Jornada a tiempo parcial;05 Canarias;1;2017;479,18  ;479.18
Jornada a tiempo parcial;05 Canarias;1;2016;463,44  ;463.44
Jornada a tiempo parcial;05 Canarias;1;2015;417,06  ;417.06
Jornada a tiempo parcial;05 Canarias;1;2014;391,38  ;391.38
Jornada a tiempo parcial;05 Canarias;1;2013;421,52  ;421.52
Jornada a tiempo parcial;05 Canarias;1;2012;426,11  ;426.11
Jornada a tiempo parcial;05 Canarias;1;2011;427,34  ;427.34
Jornada a tiempo parcial;05 Canarias;1;2010;475,03  ;475.03
Jornada a tiempo parcial;05 Canarias;1;2009;496,75  ;496.75
Jornada a tiempo parcial;05 Canarias;1;2008;501,93  ;501.93
Jornada a tiempo parcial;05 Canarias;1;2007;451,26  ;451.26
Jornada a tiempo parcial;05 Canarias;1;2006;452,94  ;452.94
Jornada a tiempo parcial;05 Canarias;2;2022;1.110,51  ;1110.51
Jornada a tiempo parcial;05 Canarias;2;2021;970,09  ;970.09
Jornada a tiempo parcial;05 Canarias;2;2020;918,30  ;918.3
Jornada a tiempo parcial;05 Canarias;2;2019;967,25  ;967.25
Jornada a tiempo parcial;05 Canarias;2;2018;847,46  ;847.46
Jornada a tiempo parcial;05 Canarias;2;2017;819,27  ;819.27
Jornada a tiempo parcial;05 Canarias;2;2016;823,68  ;823.68
Jornada a tiempo parcial;05 Canarias;2;2015;797,95  ;797.95
Jornada a tiempo parcial;05 Canarias;2;2014;776,10  ;776.1
Jornada a tiempo parcial;05 Canarias;2;2013;778,21  ;778.21
Jornada a tiempo parcial;05 Canarias;2;2012;801,34  ;801.34
Jornada a tiempo parcial;05 Canarias;2;2011;819,68  ;819.68
Jornada a tiempo parcial;05 Canarias;2;2010;854,92  ;854.92
Jornada a tiempo parcial;05 Canarias;2;2009;849,53  ;849.53
Jornada a tiempo parcial;05 Canarias;2;2008;859,15  ;859.15
Jornada a tiempo parcial;05 Canarias;2;2007;808,65  ;808.65
Jornada a tiempo parcial;05 Canarias;2;2006;768,68  ;768.68
Jornada a tiempo parcial;05 Canarias;3;2022;1.333,03  ;1333.03
Jornada a tiempo parcial;05 Canarias;3;2021;1.267,78  ;1267.78
Jornada a tiempo parcial;05 Canarias;3;2020;1.213,26  ;1213.26
Jornada a tiempo parcial;05 Canarias;3;2019;1.215,31  ;1215.31
Jornada a tiempo parcial;05 Canarias;3;2018;1.137,24  ;1137.24
Jornada a tiempo parcial;05 Canarias;3;2017;1.094,72  ;1094.72
Jornada a tiempo parcial;05 Canarias;3;2016;1.084,40  ;1084.4
Jornada a tiempo parcial;05 Canarias;3;2015;1.100,69  ;1100.69
Jornada a tiempo parcial;05 Canarias;3;2014;1.063,90  ;1063.9
Jornada a tiempo parcial;05 Canarias;3;2013;1.059,29  ;1059.29
Jornada a tiempo parcial;05 Canarias;3;2012;1.146,15  ;1146.15
Jornada a tiempo parcial;05 Canarias;3;2011;1.105,45  ;1105.45
Jornada a tiempo parcial;05 Canarias;3;2010;1.099,03  ;1099.03
Jornada a tiempo parcial;05 Canarias;3;2009;1.145,97  ;1145.97
Jornada a tiempo parcial;05 Canarias;3;2008;1.107,44  ;1107.44
Jornada a tiempo parcial;05 Canarias;3;2007;998,39  ;998.39
Jornada a tiempo parcial;05 Canarias;3;2006;969,16  ;969.16
Jornada a tiempo parcial;05 Canarias;4;2022;1.514,63  ;1514.63
Jornada a tiempo parcial;05 Canarias;4;2021;1.457,48  ;1457.48
Jornada a tiempo parcial;05 Canarias;4;2020;1.397,05  ;1397.05
Jornada a tiempo parcial;05 Canarias;4;2019;1.409,59  ;1409.59
Jornada a tiempo parcial;05 Canarias;4;2018;1.391,90  ;1391.9
Jornada a tiempo parcial;05 Canarias;4;2017;1.319,60  ;1319.6
Jornada a tiempo parcial;05 Canarias;4;2016;1.316,82  ;1316.82
Jornada a tiempo parcial;05 Canarias;4;2015;1.280,20  ;1280.2
Jornada a tiempo parcial;05 Canarias;4;2014;1.336,08  ;1336.08
Jornada a tiempo parcial;05 Canarias;4;2013;1.314,30  ;1314.3
Jornada a tiempo parcial;05 Canarias;4;2012;1.269,94  ;1269.94
Jornada a tiempo parcial;05 Canarias;4;2011;1.306,90  ;1306.9
Jornada a tiempo parcial;05 Canarias;4;2010;1.282,74  ;1282.74
Jornada a tiempo parcial;05 Canarias;4;2009;1.348,69  ;1348.69
Jornada a tiempo parcial;05 Canarias;4;2008;1.239,82  ;1239.82
Jornada a tiempo parcial;05 Canarias;4;2007;1.182,08  ;1182.08
Jornada a tiempo parcial;05 Canarias;4;2006;1.149,03  ;1149.03
Jornada a tiempo parcial;05 Canarias;5;2022;1.782,37  ;1782.37
Jornada a tiempo parcial;05 Canarias;5;2021;1.669,13  ;1669.13
Jornada a tiempo parcial;05 Canarias;5;2020;..;..
Jornada a tiempo parcial;05 Canarias;5;2019;1.624,44  ;1624.44
Jornada a tiempo parcial;05 Canarias;5;2018;1.532,73  ;1532.73
Jornada a tiempo parcial;05 Canarias;5;2017;1.457,98  ;1457.98
Jornada a tiempo parcial;05 Canarias;5;2016;1.469,33  ;1469.33
Jornada a tiempo parcial;05 Canarias;5;2015;1.519,11  ;1519.11
Jornada a tiempo parcial;05 Canarias;5;2014;1.450,61  ;1450.61
Jornada a tiempo parcial;05 Canarias;5;2013;1.427,55  ;1427.55
Jornada a tiempo parcial;05 Canarias;5;2012;1.546,66  ;1546.66
Jornada a tiempo parcial;05 Canarias;5;2011;1.523,06  ;1523.06
Jornada a tiempo parcial;05 Canarias;5;2010;1.525,63  ;1525.63
Jornada a tiempo parcial;05 Canarias;5;2009;1.374,16  ;1374.16
Jornada a tiempo parcial;05 Canarias;5;2008;1.368,64  ;1368.64
Jornada a tiempo parcial;05 Canarias;5;2007;1.293,03  ;1293.03
Jornada a tiempo parcial;05 Canarias;5;2006;1.264,71  ;1264.71
Jornada a tiempo parcial;05 Canarias;6;2022;..;..
Jornada a tiempo parcial;05 Canarias;6;2021;1.817,49  ;1817.49
Jornada a tiempo parcial;05 Canarias;6;2020;1.815,33  ;1815.33
Jornada a tiempo parcial;05 Canarias;6;2019;1.787,68  ;1787.68
Jornada a tiempo parcial;05 Canarias;6;2018;1.782,91  ;1782.91
Jornada a tiempo parcial;05 Canarias;6;2017;1.645,17  ;1645.17
Jornada a tiempo parcial;05 Canarias;6;2016;1.720,40  ;1720.4
Jornada a tiempo parcial;05 Canarias;6;2015;..;..
Jornada a tiempo parcial;05 Canarias;6;2014;..;..
Jornada a tiempo parcial;05 Canarias;6;2013;1.669,39  ;1669.39
Jornada a tiempo parcial;05 Canarias;6;2012;1.587,36  ;1587.36
Jornada a tiempo parcial;05 Canarias;6;2011;1.786,16  ;1786.16
Jornada a tiempo parcial;05 Canarias;6;2010;1.661,22  ;1661.22
Jornada a tiempo parcial;05 Canarias;6;2009;1.695,70  ;1695.7
Jornada a tiempo parcial;05 Canarias;6;2008;1.615,26  ;1615.26
Jornada a tiempo parcial;05 Canarias;6;2007;1.464,44  ;1464.44
Jornada a tiempo parcial;05 Canarias;6;2006;1.450,54  ;1450.54
Jornada a tiempo parcial;05 Canarias;7;2022;2.068,16  ;2068.16
Jornada a tiempo parcial;05 Canarias;7;2021;2.048,86  ;2048.86
Jornada a tiempo parcial;05 Canarias;7;2020;2.085,59  ;2085.59
Jornada a tiempo parcial;05 Canarias;7;2019;2.022,24  ;2022.24
Jornada a tiempo parcial;05 Canarias;7;2018;..;..
Jornada a tiempo parcial;05 Canarias;7;2017;1.969,59  ;1969.59
Jornada a tiempo parcial;05 Canarias;7;2016;1.828,35  ;1828.35
Jornada a tiempo parcial;05 Canarias;7;2015;1.983,69  ;1983.69
Jornada a tiempo parcial;05 Canarias;7;2014;..;..
Jornada a tiempo parcial;05 Canarias;7;2013;..;..
Jornada a tiempo parcial;05 Canarias;7;2012;1.810,97  ;1810.97
Jornada a tiempo parcial;05 Canarias;7;2011;1.887,10  ;1887.1
Jornada a tiempo parcial;05 Canarias;7;2010;..;..
Jornada a tiempo parcial;05 Canarias;7;2009;1.892,77  ;1892.77
Jornada a tiempo parcial;05 Canarias;7;2008;1.778,74  ;1778.74
Jornada a tiempo parcial;05 Canarias;7;2007;..;..
Jornada a tiempo parcial;05 Canarias;7;2006;1.722,82  ;1722.82
Jornada a tiempo parcial;05 Canarias;8;2022;2.460,16  ;2460.16
Jornada a tiempo parcial;05 Canarias;8;2021;..;..
Jornada a tiempo parcial;05 Canarias;8;2020;..;..
Jornada a tiempo parcial;05 Canarias;8;2019;2.490,17  ;2490.17
Jornada a tiempo parcial;05 Canarias;8;2018;..;..
Jornada a tiempo parcial;05 Canarias;8;2017;2.390,18  ;2390.18
Jornada a tiempo parcial;05 Canarias;8;2016;2.311,96  ;2311.96
Jornada a tiempo parcial;05 Canarias;8;2015;2.346,59  ;2346.59
Jornada a tiempo parcial;05 Canarias;8;2014;..;..
Jornada a tiempo parcial;05 Canarias;8;2013;2.382,34  ;2382.34
Jornada a tiempo parcial;05 Canarias;8;2012;2.232,15  ;2232.15
Jornada a tiempo parcial;05 Canarias;8;2011;2.150,47  ;2150.47
Jornada a tiempo parcial;05 Canarias;8;2010;..;..
Jornada a tiempo parcial;05 Canarias;8;2009;2.144,90  ;2144.9
Jornada a tiempo parcial;05 Canarias;8;2008;..;..
Jornada a tiempo parcial;05 Canarias;8;2007;1.998,75  ;1998.75
Jornada a tiempo parcial;05 Canarias;8;2006;1.829,50  ;1829.5
Jornada a tiempo parcial;05 Canarias;9;2022;3.075,25  ;3075.25
Jornada a tiempo parcial;05 Canarias;9;2021;2.881,14  ;2881.14
Jornada a tiempo parcial;05 Canarias;9;2020;..;..
Jornada a tiempo parcial;05 Canarias;9;2019;..;..
Jornada a tiempo parcial;05 Canarias;9;2018;2.745,46  ;2745.46
Jornada a tiempo parcial;05 Canarias;9;2017;2.712,74  ;2712.74
Jornada a tiempo parcial;05 Canarias;9;2016;..;..
Jornada a tiempo parcial;05 Canarias;9;2015;..;..
Jornada a tiempo parcial;05 Canarias;9;2014;..;..
Jornada a tiempo parcial;05 Canarias;9;2013;2.770,11  ;2770.11
Jornada a tiempo parcial;05 Canarias;9;2012;2.623,99  ;2623.99
Jornada a tiempo parcial;05 Canarias;9;2011;..;..
Jornada a tiempo parcial;05 Canarias;9;2010;2.640,44  ;2640.44
Jornada a tiempo parcial;05 Canarias;9;2009;..;..
Jornada a tiempo parcial;05 Canarias;9;2008;2.794,96  ;2794.96
Jornada a tiempo parcial;05 Canarias;9;2007;2.400,92  ;2400.92
Jornada a tiempo parcial;05 Canarias;9;2006;2.479,28  ;2479.28
Jornada a tiempo parcial;05 Canarias;10;2022;..;..
Jornada a tiempo parcial;05 Canarias;10;2021;..;..
Jornada a tiempo parcial;05 Canarias;10;2020;..;..
Jornada a tiempo parcial;05 Canarias;10;2019;..;..
Jornada a tiempo parcial;05 Canarias;10;2018;..;..
Jornada a tiempo parcial;05 Canarias;10;2017;..;..
Jornada a tiempo parcial;05 Canarias;10;2016;..;..
Jornada a tiempo parcial;05 Canarias;10;2015;..;..
Jornada a tiempo parcial;05 Canarias;10;2014;..;..
Jornada a tiempo parcial;05 Canarias;10;2013;..;..
Jornada a tiempo parcial;05 Canarias;10;2012;..;..
Jornada a tiempo parcial;05 Canarias;10;2011;..;..
Jornada a tiempo parcial;05 Canarias;10;2010;..;..
Jornada a tiempo parcial;05 Canarias;10;2009;..;..
Jornada a tiempo parcial;05 Canarias;10;2008;..;..
Jornada a tiempo parcial;05 Canarias;10;2007;..;..
Jornada a tiempo parcial;05 Canarias;10;2006;..;..
Jornada a tiempo parcial;06 Cantabria;Total decil;2022;917,77  ;917.77
Jornada a tiempo parcial;06 Cantabria;Total decil;2021;849,53  ;849.53
Jornada a tiempo parcial;06 Cantabria;Total decil;2020;771,24  ;771.24
Jornada a tiempo parcial;06 Cantabria;Total decil;2019;829,05  ;829.05
Jornada a tiempo parcial;06 Cantabria;Total decil;2018;821,12  ;821.12
Jornada a tiempo parcial;06 Cantabria;Total decil;2017;669,43  ;669.43
Jornada a tiempo parcial;06 Cantabria;Total decil;2016;783,45  ;783.45
Jornada a tiempo parcial;06 Cantabria;Total decil;2015;749,28  ;749.28
Jornada a tiempo parcial;06 Cantabria;Total decil;2014;636,09  ;636.09
Jornada a tiempo parcial;06 Cantabria;Total decil;2013;683,16  ;683.16
Jornada a tiempo parcial;06 Cantabria;Total decil;2012;698,72  ;698.72
Jornada a tiempo parcial;06 Cantabria;Total decil;2011;623,05  ;623.05
Jornada a tiempo parcial;06 Cantabria;Total decil;2010;623,06  ;623.06
Jornada a tiempo parcial;06 Cantabria;Total decil;2009;733,36  ;733.36
Jornada a tiempo parcial;06 Cantabria;Total decil;2008;647,78  ;647.78
Jornada a tiempo parcial;06 Cantabria;Total decil;2007;595,17  ;595.17
Jornada a tiempo parcial;06 Cantabria;Total decil;2006;681,33  ;681.33
Jornada a tiempo parcial;06 Cantabria;1;2022;664,48  ;664.48
Jornada a tiempo parcial;06 Cantabria;1;2021;544,86  ;544.86
Jornada a tiempo parcial;06 Cantabria;1;2020;492,80  ;492.8
Jornada a tiempo parcial;06 Cantabria;1;2019;491,31  ;491.31
Jornada a tiempo parcial;06 Cantabria;1;2018;427,27  ;427.27
Jornada a tiempo parcial;06 Cantabria;1;2017;456,48  ;456.48
Jornada a tiempo parcial;06 Cantabria;1;2016;490,20  ;490.2
Jornada a tiempo parcial;06 Cantabria;1;2015;428,42  ;428.42
Jornada a tiempo parcial;06 Cantabria;1;2014;360,38  ;360.38
Jornada a tiempo parcial;06 Cantabria;1;2013;387,34  ;387.34
Jornada a tiempo parcial;06 Cantabria;1;2012;437,31  ;437.31
Jornada a tiempo parcial;06 Cantabria;1;2011;444,29  ;444.29
Jornada a tiempo parcial;06 Cantabria;1;2010;451,02  ;451.02
Jornada a tiempo parcial;06 Cantabria;1;2009;514,33  ;514.33
Jornada a tiempo parcial;06 Cantabria;1;2008;488,31  ;488.31
Jornada a tiempo parcial;06 Cantabria;1;2007;447,07  ;447.07
Jornada a tiempo parcial;06 Cantabria;1;2006;413,31  ;413.31
Jornada a tiempo parcial;06 Cantabria;2;2022;1.092,50  ;1092.5
Jornada a tiempo parcial;06 Cantabria;2;2021;986,41  ;986.41
Jornada a tiempo parcial;06 Cantabria;2;2020;957,46  ;957.46
Jornada a tiempo parcial;06 Cantabria;2;2019;934,61  ;934.61
Jornada a tiempo parcial;06 Cantabria;2;2018;890,57  ;890.57
Jornada a tiempo parcial;06 Cantabria;2;2017;838,52  ;838.52
Jornada a tiempo parcial;06 Cantabria;2;2016;818,82  ;818.82
Jornada a tiempo parcial;06 Cantabria;2;2015;812,76  ;812.76
Jornada a tiempo parcial;06 Cantabria;2;2014;808,22  ;808.22
Jornada a tiempo parcial;06 Cantabria;2;2013;789,83  ;789.83
Jornada a tiempo parcial;06 Cantabria;2;2012;823,53  ;823.53
Jornada a tiempo parcial;06 Cantabria;2;2011;820,34  ;820.34
Jornada a tiempo parcial;06 Cantabria;2;2010;816,99  ;816.99
Jornada a tiempo parcial;06 Cantabria;2;2009;826,28  ;826.28
Jornada a tiempo parcial;06 Cantabria;2;2008;820,53  ;820.53
Jornada a tiempo parcial;06 Cantabria;2;2007;793,94  ;793.94
Jornada a tiempo parcial;06 Cantabria;2;2006;750,47  ;750.47
Jornada a tiempo parcial;06 Cantabria;3;2022;1.301,19  ;1301.19
Jornada a tiempo parcial;06 Cantabria;3;2021;1.261,62  ;1261.62
Jornada a tiempo parcial;06 Cantabria;3;2020;1.192,43  ;1192.43
Jornada a tiempo parcial;06 Cantabria;3;2019;1.234,02  ;1234.02
Jornada a tiempo parcial;06 Cantabria;3;2018;1.117,53  ;1117.53
Jornada a tiempo parcial;06 Cantabria;3;2017;1.111,26  ;1111.26
Jornada a tiempo parcial;06 Cantabria;3;2016;1.125,61  ;1125.61
Jornada a tiempo parcial;06 Cantabria;3;2015;1.065,63  ;1065.63
Jornada a tiempo parcial;06 Cantabria;3;2014;1.081,62  ;1081.62
Jornada a tiempo parcial;06 Cantabria;3;2013;1.076,14  ;1076.14
Jornada a tiempo parcial;06 Cantabria;3;2012;1.135,76  ;1135.76
Jornada a tiempo parcial;06 Cantabria;3;2011;1.127,53  ;1127.53
Jornada a tiempo parcial;06 Cantabria;3;2010;1.117,55  ;1117.55
Jornada a tiempo parcial;06 Cantabria;3;2009;1.155,91  ;1155.91
Jornada a tiempo parcial;06 Cantabria;3;2008;1.134,85  ;1134.85
Jornada a tiempo parcial;06 Cantabria;3;2007;1.013,91  ;1013.91
Jornada a tiempo parcial;06 Cantabria;3;2006;1.011,05  ;1011.05
Jornada a tiempo parcial;06 Cantabria;4;2022;1.516,84  ;1516.84
Jornada a tiempo parcial;06 Cantabria;4;2021;1.513,68  ;1513.68
Jornada a tiempo parcial;06 Cantabria;4;2020;1.414,91  ;1414.91
Jornada a tiempo parcial;06 Cantabria;4;2019;1.460,93  ;1460.93
Jornada a tiempo parcial;06 Cantabria;4;2018;1.328,17  ;1328.17
Jornada a tiempo parcial;06 Cantabria;4;2017;1.367,19  ;1367.19
Jornada a tiempo parcial;06 Cantabria;4;2016;1.319,76  ;1319.76
Jornada a tiempo parcial;06 Cantabria;4;2015;1.309,85  ;1309.85
Jornada a tiempo parcial;06 Cantabria;4;2014;1.296,00  ;1296,00
Jornada a tiempo parcial;06 Cantabria;4;2013;1.332,31  ;1332.31
Jornada a tiempo parcial;06 Cantabria;4;2012;1.324,60  ;1324.6
Jornada a tiempo parcial;06 Cantabria;4;2011;1.286,08  ;1286.08
Jornada a tiempo parcial;06 Cantabria;4;2010;1.307,54  ;1307.54
Jornada a tiempo parcial;06 Cantabria;4;2009;1.302,86  ;1302.86
Jornada a tiempo parcial;06 Cantabria;4;2008;1.271,94  ;1271.94
Jornada a tiempo parcial;06 Cantabria;4;2007;1.176,71  ;1176.71
Jornada a tiempo parcial;06 Cantabria;4;2006;1.112,12  ;1112.12
Jornada a tiempo parcial;06 Cantabria;5;2022;1.695,73  ;1695.73
Jornada a tiempo parcial;06 Cantabria;5;2021;1.638,77  ;1638.77
Jornada a tiempo parcial;06 Cantabria;5;2020;1.538,89  ;1538.89
Jornada a tiempo parcial;06 Cantabria;5;2019;1.637,73  ;1637.73
Jornada a tiempo parcial;06 Cantabria;5;2018;1.566,86  ;1566.86
Jornada a tiempo parcial;06 Cantabria;5;2017;1.553,76  ;1553.76
Jornada a tiempo parcial;06 Cantabria;5;2016;1.501,08  ;1501.08
Jornada a tiempo parcial;06 Cantabria;5;2015;1.564,46  ;1564.46
Jornada a tiempo parcial;06 Cantabria;5;2014;1.460,62  ;1460.62
Jornada a tiempo parcial;06 Cantabria;5;2013;1.493,54  ;1493.54
Jornada a tiempo parcial;06 Cantabria;5;2012;1.506,96  ;1506.96
Jornada a tiempo parcial;06 Cantabria;5;2011;1.516,49  ;1516.49
Jornada a tiempo parcial;06 Cantabria;5;2010;1.472,90  ;1472.9
Jornada a tiempo parcial;06 Cantabria;5;2009;1.380,72  ;1380.72
Jornada a tiempo parcial;06 Cantabria;5;2008;1.396,73  ;1396.73
Jornada a tiempo parcial;06 Cantabria;5;2007;1.321,88  ;1321.88
Jornada a tiempo parcial;06 Cantabria;5;2006;1.285,08  ;1285.08
Jornada a tiempo parcial;06 Cantabria;6;2022;1.894,58  ;1894.58
Jornada a tiempo parcial;06 Cantabria;6;2021;1.793,96  ;1793.96
Jornada a tiempo parcial;06 Cantabria;6;2020;..;..
Jornada a tiempo parcial;06 Cantabria;6;2019;1.759,00  ;1759,00
Jornada a tiempo parcial;06 Cantabria;6;2018;1.830,81  ;1830.81
Jornada a tiempo parcial;06 Cantabria;6;2017;1.706,42  ;1706.42
Jornada a tiempo parcial;06 Cantabria;6;2016;1.731,78  ;1731.78
Jornada a tiempo parcial;06 Cantabria;6;2015;1.710,44  ;1710.44
Jornada a tiempo parcial;06 Cantabria;6;2014;1.665,20  ;1665.2
Jornada a tiempo parcial;06 Cantabria;6;2013;1.647,36  ;1647.36
Jornada a tiempo parcial;06 Cantabria;6;2012;1.627,07  ;1627.07
Jornada a tiempo parcial;06 Cantabria;6;2011;..;..
Jornada a tiempo parcial;06 Cantabria;6;2010;..;..
Jornada a tiempo parcial;06 Cantabria;6;2009;..;..
Jornada a tiempo parcial;06 Cantabria;6;2008;..;..
Jornada a tiempo parcial;06 Cantabria;6;2007;1.483,74  ;1483.74
Jornada a tiempo parcial;06 Cantabria;6;2006;1.466,74  ;1466.74
Jornada a tiempo parcial;06 Cantabria;7;2022;..;..
Jornada a tiempo parcial;06 Cantabria;7;2021;2.168,40  ;2168.4
Jornada a tiempo parcial;06 Cantabria;7;2020;..;..
Jornada a tiempo parcial;06 Cantabria;7;2019;2.096,35  ;2096.35
Jornada a tiempo parcial;06 Cantabria;7;2018;2.091,66  ;2091.66
Jornada a tiempo parcial;06 Cantabria;7;2017;..;..
Jornada a tiempo parcial;06 Cantabria;7;2016;..;..
Jornada a tiempo parcial;06 Cantabria;7;2015;1.946,70  ;1946.7
Jornada a tiempo parcial;06 Cantabria;7;2014;1.886,47  ;1886.47
Jornada a tiempo parcial;06 Cantabria;7;2013;2.092,94  ;2092.94
Jornada a tiempo parcial;06 Cantabria;7;2012;1.895,21  ;1895.21
Jornada a tiempo parcial;06 Cantabria;7;2011;..;..
Jornada a tiempo parcial;06 Cantabria;7;2010;2.074,20  ;2074.2
Jornada a tiempo parcial;06 Cantabria;7;2009;1.837,34  ;1837.34
Jornada a tiempo parcial;06 Cantabria;7;2008;1.757,61  ;1757.61
Jornada a tiempo parcial;06 Cantabria;7;2007;1.587,73  ;1587.73
Jornada a tiempo parcial;06 Cantabria;7;2006;1.542,55  ;1542.55
Jornada a tiempo parcial;06 Cantabria;8;2022;2.386,06  ;2386.06
Jornada a tiempo parcial;06 Cantabria;8;2021;..;..
Jornada a tiempo parcial;06 Cantabria;8;2020;2.647,57  ;2647.57
Jornada a tiempo parcial;06 Cantabria;8;2019;2.247,60  ;2247.6
Jornada a tiempo parcial;06 Cantabria;8;2018;2.305,57  ;2305.57
Jornada a tiempo parcial;06 Cantabria;8;2017;..;..
Jornada a tiempo parcial;06 Cantabria;8;2016;..;..
Jornada a tiempo parcial;06 Cantabria;8;2015;..;..
Jornada a tiempo parcial;06 Cantabria;8;2014;..;..
Jornada a tiempo parcial;06 Cantabria;8;2013;2.299,37  ;2299.37
Jornada a tiempo parcial;06 Cantabria;8;2012;..;..
Jornada a tiempo parcial;06 Cantabria;8;2011;..;..
Jornada a tiempo parcial;06 Cantabria;8;2010;..;..
Jornada a tiempo parcial;06 Cantabria;8;2009;2.216,28  ;2216.28
Jornada a tiempo parcial;06 Cantabria;8;2008;..;..
Jornada a tiempo parcial;06 Cantabria;8;2007;1.897,53  ;1897.53
Jornada a tiempo parcial;06 Cantabria;8;2006;2.039,43  ;2039.43
Jornada a tiempo parcial;06 Cantabria;9;2022;2.869,55  ;2869.55
Jornada a tiempo parcial;06 Cantabria;9;2021;..;..
Jornada a tiempo parcial;06 Cantabria;9;2020;..;..
Jornada a tiempo parcial;06 Cantabria;9;2019;..;..
Jornada a tiempo parcial;06 Cantabria;9;2018;..;..
Jornada a tiempo parcial;06 Cantabria;9;2017;..;..
Jornada a tiempo parcial;06 Cantabria;9;2016;..;..
Jornada a tiempo parcial;06 Cantabria;9;2015;2.877,93  ;2877.93
Jornada a tiempo parcial;06 Cantabria;9;2014;..;..
Jornada a tiempo parcial;06 Cantabria;9;2013;..;..
Jornada a tiempo parcial;06 Cantabria;9;2012;2.666,68  ;2666.68
Jornada a tiempo parcial;06 Cantabria;9;2011;..;..
Jornada a tiempo parcial;06 Cantabria;9;2010;..;..
